"PS Model","Med","Mediator/Outcome Model","TNDE_0.05_20","TNDE_0.05_40","TNDE_0.05_100","TNDE_0.2_20","TNDE_0.2_40","TNDE_0.2_100","TNDE_0.5_20","TNDE_0.5_40","TNDE_0.5_100"
"FE","RE","RE-Mean",0.0767026708038467,0.0592339133348324,0.0422082417934096,0.0765347786927014,0.0593982214359173,0.0425149169171911,0.0728079603920552,0.0581905502214947,0.0441625885420055
"FE","SL","RE-Mean",0.0767026708038467,0.0592339133348324,0.0422082417934096,0.0765347786927014,0.0593982214359173,0.0425149169171911,0.0728079603920552,0.0581905502214947,0.0441625885420055
"RE-Mean","FE","RE-Mean",0.0730323279191109,0.0559020755959039,0.0395164772618084,0.0733467534548491,0.0563977886387518,0.0399425902490578,0.070169400018087,0.0559818928325816,0.0422517047613566
"RE-Mean","RE-Mean","RE-Mean",0.0730323279191109,0.0559020755959039,0.0395164772618084,0.0733467534548491,0.0563977886387518,0.0399425902490578,0.070169400018087,0.0559818928325816,0.0422517047613566
"RE-Mean","RE","RE-Mean",0.0730323279191109,0.0559020755959039,0.0395164772618084,0.0733467534548491,0.0563977886387518,0.0399425902490578,0.070169400018087,0.0559818928325816,0.0422517047613566
"RE-Mean","SL","RE-Mean",0.0730323279191109,0.0559020755959039,0.0395164772618084,0.0733467534548491,0.0563977886387518,0.0399425902490578,0.070169400018087,0.0559818928325816,0.0422517047613566
"RE","FE","RE-Mean",0.0730342275688104,0.0558923521749653,0.0395042175900518,0.0733536537509722,0.0564246957730826,0.0399305522961075,0.0701653330628547,0.0559803850960866,0.0422192001387686
"RE","RE-Mean","RE-Mean",0.0730342275688104,0.0558923521749653,0.0395042175900518,0.0733536537509722,0.0564246957730826,0.0399305522961075,0.0701653330628547,0.0559803850960866,0.0422192001387686
"RE","RE","RE-Mean",0.0730342275688104,0.0558923521749653,0.0395042175900518,0.0733536537509722,0.0564246957730826,0.0399305522961075,0.0701653330628547,0.0559803850960866,0.0422192001387686
"RE","SL","RE-Mean",0.0730342275688104,0.0558923521749653,0.0395042175900518,0.0733536537509722,0.0564246957730826,0.0399305522961075,0.0701653330628547,0.0559803850960866,0.0422192001387686
"SL","FE","RE-Mean",0.0636288681899065,0.0450420088773484,0.0284434584721707,0.0627888379873884,0.0434894991208065,0.0265850922006762,0.0563638392673418,0.038982551575113,0.0249061224464019
"SL","RE-Mean","RE-Mean",0.0636288681899065,0.0450420088773484,0.0284434584721707,0.0627888379873884,0.0434894991208065,0.0265850922006762,0.0563638392673418,0.038982551575113,0.0249061224464019
"SL","RE","RE-Mean",0.0636288681899065,0.0450420088773484,0.0284434584721707,0.0627888379873884,0.0434894991208065,0.0265850922006762,0.0563638392673418,0.038982551575113,0.0249061224464019
"SL","SL","RE-Mean",0.0636288681899065,0.0450420088773484,0.0284434584721707,0.0627888379873884,0.0434894991208065,0.0265850922006762,0.0563638392673418,0.038982551575113,0.0249061224464019
"FE","FE","SL",0.632863299843034,0.706401649068126,0.759703775796861,0.596434964734036,0.670561975812983,0.734138281505373,0.505347653774775,0.581808590341461,0.662190692994054
"FE","RE-Mean","SL",0.632863299843034,0.706401649068126,0.759703775796861,0.596434964734036,0.670561975812983,0.734138281505373,0.505347653774775,0.581808590341461,0.662190692994054
"FE","RE","SL",0.632863299843034,0.706401649068126,0.759703775796861,0.596434964734036,0.670561975812983,0.734138281505373,0.505347653774775,0.581808590341461,0.662190692994054
"FE","SL","SL",0.632863299843034,0.706401649068126,0.759703775796861,0.596434964734036,0.670561975812983,0.734138281505373,0.505347653774775,0.581808590341461,0.662190692994054
"RE-Mean","FE","SL",0.502844279950529,0.602042951287629,0.689373649218796,0.489625822118433,0.581685028884006,0.669999089568951,0.435770009109505,0.522159589004304,0.613417124447299
"RE-Mean","RE-Mean","SL",0.502844279950529,0.602042951287629,0.689373649218796,0.489625822118433,0.581685028884006,0.669999089568951,0.435770009109505,0.522159589004304,0.613417124447299
"RE-Mean","RE","SL",0.502844279950529,0.602042951287629,0.689373649218796,0.489625822118433,0.581685028884006,0.669999089568951,0.435770009109505,0.522159589004304,0.613417124447299
"RE-Mean","SL","SL",0.502844279950529,0.602042951287629,0.689373649218796,0.489625822118433,0.581685028884006,0.669999089568951,0.435770009109505,0.522159589004304,0.613417124447299
"RE","FE","SL",0.502382819246769,0.601845434573476,0.68933711838253,0.489378758234397,0.581510614960406,0.669842086773388,0.435739067718409,0.521966843481745,0.613338834987852
"RE","RE-Mean","SL",0.502382819246769,0.601845434573476,0.68933711838253,0.489378758234397,0.581510614960406,0.669842086773388,0.435739067718409,0.521966843481745,0.613338834987852
"RE","RE","SL",0.502382819246769,0.601845434573476,0.68933711838253,0.489378758234397,0.581510614960406,0.669842086773388,0.435739067718409,0.521966843481745,0.613338834987852
"RE","SL","SL",0.502382819246769,0.601845434573476,0.68933711838253,0.489378758234397,0.581510614960406,0.669842086773388,0.435739067718409,0.521966843481745,0.613338834987852
"SL","FE","SL",0.206233787683717,0.196234245497931,0.189329320362685,0.2064059685134,0.199506151029557,0.189838556141888,0.234805201560004,0.231466937617856,0.219759239274262
"SL","RE-Mean","SL",0.206233787683717,0.196234245497931,0.189329320362685,0.2064059685134,0.199506151029557,0.189838556141888,0.234805201560004,0.231466937617856,0.219759239274262
"SL","RE","SL",0.206233787683717,0.196234245497931,0.189329320362685,0.2064059685134,0.199506151029557,0.189838556141888,0.234805201560004,0.231466937617856,0.219759239274262
"SL","SL","SL",0.206233787683717,0.196234245497931,0.189329320362685,0.2064059685134,0.199506151029557,0.189838556141888,0.234805201560004,0.231466937617856,0.219759239274262
